,total_matches,total_tournaments,total_finals,total_wins,best_rank,career_span_days,avg_sets_per_match,top_10_wins,ranking_stability,wins_clay,wins_grass,wins_hard,wins_atp250,wins_atp500,wins_grand slam,wins_international,wins_international gold,wins_masters,wins_masters 1000,wins_masters cup,wins_month_1,wins_month_2,wins_month_3,wins_month_4,wins_month_5,wins_month_6,wins_month_7,wins_month_8,wins_month_9,wins_month_10,wins_month_11,wins_month_12,wins_1st_round,wins_2nd_round,wins_3rd_round,wins_4th_round,wins_quarterfinals,wins_round_robin,wins_semifinals,wins_the_final,win_rate,finals_rate
Kontinen H.,3.0,2.0,0.0,1.0,253.0,0.0,3.0,0.0,170.89567968012923,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Kopriva V.,16.0,11.0,0.0,5.0,112.0,261.0,2.2,1.0,54.73380024161386,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3125,0.0
Korda S.,191.0,73.0,8.0,116.0,18.0,1430.0,2.5344827586206895,9.0,88.01984770347869,23.0,16.0,77.0,48.0,20.0,21.0,0.0,0.0,0.0,27.0,0.0,17.0,6.0,10.0,7.0,13.0,15.0,2.0,18.0,10.0,16.0,2.0,0.0,43.0,38.0,7.0,3.0,16.0,0.0,7.0,2.0,0.6073298429319371,0.041884816753926704
Kornienko I.,1.0,1.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korolev E.,150.0,77.0,1.0,65.0,50.0,2632.0,2.5076923076923077,2.0,57.605158381449655,20.0,2.0,43.0,23.0,1.0,7.0,25.0,4.0,4.0,1.0,0.0,10.0,11.0,7.0,11.0,3.0,3.0,7.0,4.0,3.0,6.0,0.0,0.0,40.0,18.0,1.0,0.0,4.0,1.0,1.0,0.0,0.43333333333333335,0.006666666666666667
Korolev E. ,3.0,2.0,0.0,2.0,58.0,2.0,2.5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Korteling S.,1.0,1.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosakowski D.,3.0,3.0,0.0,1.0,482.0,0.0,3.0,0.0,82.02438661763951,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Kotov P.,78.0,42.0,1.0,35.0,53.0,904.0,2.6,0.0,26.644597316249552,17.0,2.0,16.0,25.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,10.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,20.0,9.0,1.0,0.0,4.0,0.0,1.0,0.0,0.44871794871794873,0.01282051282051282
Koubek S.,351.0,132.0,4.0,155.0,20.0,3696.0,2.670967741935484,7.0,46.65828390903151,49.0,7.0,99.0,4.0,1.0,26.0,74.0,32.0,18.0,0.0,0.0,28.0,19.0,3.0,10.0,13.0,7.0,21.0,17.0,11.0,25.0,0.0,1.0,94.0,41.0,3.0,1.0,10.0,0.0,4.0,2.0,0.4415954415954416,0.011396011396011397
Kovacevic A.,48.0,31.0,0.0,16.0,76.0,770.0,2.75,0.0,43.97052552135926,1.0,2.0,13.0,11.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
Kovalik J.,72.0,45.0,0.0,26.0,102.0,3001.0,2.6923076923076925,1.0,47.692245329301315,17.0,0.0,9.0,18.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,4.0,2.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,16.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3611111111111111,0.0
Kozlov S.,34.0,22.0,0.0,9.0,104.0,2087.0,2.6666666666666665,0.0,83.65265137382882,0.0,5.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.0
Krajan Z.,30.0,23.0,0.0,8.0,89.0,819.0,2.5,0.0,146.11440182628345,7.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26666666666666666,0.0
Krajicek A.,35.0,25.0,0.0,11.0,103.0,764.0,2.8181818181818183,0.0,177.8993078758039,0.0,1.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857143,0.0
Krajicek R.,73.0,39.0,1.0,43.0,20.0,1241.0,2.7209302325581395,2.0,308.47428919891235,8.0,12.0,23.0,0.0,0.0,13.0,18.0,5.0,7.0,0.0,0.0,7.0,1.0,0.0,4.0,4.0,12.0,2.0,9.0,0.0,4.0,0.0,0.0,21.0,14.0,3.0,2.0,2.0,0.0,1.0,0.0,0.589041095890411,0.0136986301369863
Krajinovic F.,230.0,84.0,5.0,110.0,26.0,4662.0,2.536363636363636,3.0,124.39458239200751,33.0,5.0,72.0,50.0,23.0,14.0,0.0,0.0,0.0,23.0,0.0,6.0,22.0,11.0,10.0,9.0,5.0,12.0,7.0,10.0,15.0,3.0,0.0,52.0,40.0,4.0,0.0,9.0,0.0,5.0,0.0,0.4782608695652174,0.021739130434782608
Kralert P.,4.0,4.0,0.0,1.0,154.0,0.0,3.0,0.0,41.012193308819754,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Kratochvil M.,156.0,77.0,2.0,69.0,35.0,1610.0,2.5072463768115942,1.0,42.003940123701405,20.0,10.0,39.0,0.0,0.0,10.0,41.0,13.0,5.0,0.0,0.0,8.0,5.0,5.0,8.0,4.0,10.0,6.0,5.0,9.0,8.0,0.0,1.0,41.0,18.0,3.0,0.0,5.0,0.0,2.0,0.0,0.4423076923076923,0.01282051282051282
Kravchuk K.,32.0,25.0,0.0,7.0,79.0,3933.0,2.2857142857142856,0.0,54.10868691809107,2.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0
Krawietz K.,4.0,4.0,0.0,1.0,277.0,0.0,2.0,0.0,67.17514421272202,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Kroslak J.,18.0,16.0,0.0,6.0,103.0,602.0,2.5,0.0,14.212670403551895,1.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Krstin P.,5.0,4.0,0.0,1.0,195.0,0.0,3.0,0.0,48.781827217383594,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Krueger M.,30.0,15.0,0.0,8.0,140.0,2569.0,2.75,0.0,40.815653644375004,0.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0
Krutykh O.,3.0,3.0,0.0,0.0,188.0,0.0,0.0,0.0,9.192388155425117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kubler J.,52.0,29.0,0.0,22.0,66.0,3333.0,2.9545454545454546,1.0,81.1643082120228,7.0,7.0,8.0,10.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4230769230769231,0.0
Kubot L.,197.0,91.0,2.0,79.0,41.0,3802.0,2.721518987341772,2.0,44.32525938115738,35.0,12.0,32.0,38.0,12.0,20.0,1.0,1.0,0.0,7.0,0.0,10.0,15.0,3.0,4.0,12.0,11.0,8.0,4.0,3.0,6.0,2.0,1.0,54.0,17.0,2.0,1.0,3.0,0.0,2.0,0.0,0.4010152284263959,0.01015228426395939
Kucera K.,166.0,80.0,2.0,84.0,29.0,2060.0,2.5595238095238093,6.0,32.491230006876954,12.0,14.0,58.0,0.0,0.0,16.0,41.0,15.0,12.0,0.0,0.0,9.0,9.0,5.0,5.0,4.0,13.0,5.0,14.0,2.0,12.0,2.0,4.0,47.0,25.0,3.0,0.0,6.0,0.0,2.0,1.0,0.5060240963855421,0.012048192771084338
Kucera V.,2.0,2.0,0.0,1.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Kudla D.,201.0,77.0,0.0,70.0,56.0,4964.0,2.9,0.0,105.78483737370784,6.0,26.0,38.0,35.0,12.0,16.0,0.0,0.0,0.0,7.0,0.0,6.0,8.0,6.0,4.0,2.0,16.0,15.0,11.0,1.0,1.0,0.0,0.0,53.0,11.0,4.0,0.0,2.0,0.0,0.0,0.0,0.3482587064676617,0.0
Kudryavtsev A.,19.0,14.0,0.0,5.0,60.0,2430.0,3.0,0.0,77.79531548307463,0.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0
Kuerten G.,296.0,81.0,21.0,201.0,1.0,2549.0,2.616915422885572,21.0,172.53567281444396,101.0,2.0,98.0,0.0,0.0,37.0,68.0,26.0,66.0,0.0,4.0,12.0,30.0,17.0,13.0,45.0,3.0,18.0,29.0,8.0,17.0,9.0,0.0,56.0,54.0,20.0,5.0,27.0,2.0,22.0,15.0,0.6790540540540541,0.07094594594594594
Kuhn N.,10.0,9.0,0.0,2.0,211.0,397.0,2.5,0.0,22.862633269157776,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Kukushkin M.,339.0,123.0,4.0,138.0,40.0,5988.0,2.6159420289855073,4.0,35.318741267096755,26.0,14.0,98.0,72.0,14.0,27.0,1.0,2.0,0.0,22.0,0.0,12.0,15.0,9.0,11.0,12.0,9.0,8.0,14.0,12.0,35.0,1.0,0.0,89.0,33.0,2.0,0.0,9.0,0.0,4.0,1.0,0.40707964601769914,0.011799410029498525
Kulti N.,5.0,5.0,0.0,0.0,121.0,0.0,0.0,0.0,132.82808437977263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kumantsov A.,1.0,1.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kumar O.,5.0,2.0,0.0,2.0,385.0,2.0,2.0,0.0,21.37288001182808,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Kumar S.,1.0,1.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunitcin I.,1.0,1.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunitsyn I.,225.0,96.0,1.0,81.0,36.0,2836.0,2.5185185185185186,0.0,34.04827686420107,8.0,10.0,63.0,24.0,4.0,7.0,37.0,4.0,0.0,5.0,0.0,4.0,7.0,3.0,5.0,3.0,8.0,12.0,10.0,5.0,24.0,0.0,0.0,50.0,18.0,0.0,0.0,8.0,3.0,1.0,1.0,0.36,0.0044444444444444444
Kunitsyn I. ,1.0,1.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kutac R.,1.0,1.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kutrovsky D.,3.0,2.0,0.0,2.0,438.0,2.0,2.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Kutsenko V.,10.0,4.0,0.0,3.0,229.0,540.0,3.3333333333333335,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Kuzmanov D.,11.0,6.0,0.0,2.0,189.0,553.0,2.5,0.0,86.04843597261564,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
Kuznetsov A.,25.0,19.0,0.0,5.0,162.0,1015.0,3.0,0.0,98.32361533900864,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Kuznetsov Al.,21.0,14.0,0.0,5.0,127.0,370.0,2.4,0.0,27.163087698811662,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0
Kuznetsov An.,154.0,75.0,0.0,63.0,40.0,3437.0,2.7142857142857144,2.0,31.474447494283716,27.0,6.0,30.0,30.0,8.0,18.0,0.0,0.0,0.0,7.0,0.0,8.0,7.0,6.0,9.0,10.0,6.0,6.0,5.0,2.0,4.0,0.0,0.0,39.0,18.0,3.0,0.0,3.0,0.0,0.0,0.0,0.4090909090909091,0.0
Kwiatkowski T.S.,7.0,6.0,0.0,0.0,206.0,0.0,0.0,0.0,254.7789891912858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwon S.W.,116.0,57.0,2.0,55.0,53.0,1770.0,2.672727272727273,0.0,67.32750749874279,7.0,3.0,45.0,39.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,8.0,15.0,1.0,5.0,2.0,5.0,3.0,4.0,8.0,4.0,0.0,0.0,35.0,12.0,0.0,0.0,4.0,0.0,2.0,2.0,0.47413793103448276,0.017241379310344827
Kym J.,1.0,1.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kypson P.,9.0,7.0,0.0,3.0,17.0,24.0,2.0,0.0,84.91634538936373,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Kyrgios N.,279.0,72.0,11.0,186.0,13.0,3419.0,2.7096774193548385,26.0,33.25901343233449,25.0,32.0,129.0,39.0,42.0,54.0,0.0,0.0,0.0,51.0,0.0,20.0,17.0,27.0,8.0,18.0,20.0,16.0,40.0,4.0,16.0,0.0,0.0,67.0,55.0,20.0,7.0,20.0,0.0,10.0,7.0,0.6666666666666666,0.03942652329749104
Laaksonen H.,97.0,48.0,0.0,35.0,84.0,3332.0,2.8285714285714287,0.0,65.62236117143517,19.0,0.0,16.0,22.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,12.0,2.0,5.0,5.0,0.0,0.0,26.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.36082474226804123,0.0
Labadze I.,111.0,72.0,0.0,39.0,43.0,1802.0,2.6666666666666665,2.0,32.144231572346285,19.0,4.0,16.0,0.0,0.0,6.0,19.0,6.0,8.0,0.0,0.0,0.0,5.0,7.0,6.0,6.0,4.0,6.0,0.0,3.0,1.0,0.0,1.0,30.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.35135135135135137,0.0
Lacko L.,210.0,85.0,2.0,79.0,44.0,4388.0,2.6962025316455698,0.0,38.494916094303406,2.0,19.0,58.0,50.0,12.0,15.0,0.0,0.0,0.0,2.0,0.0,19.0,11.0,2.0,1.0,1.0,16.0,15.0,2.0,7.0,5.0,0.0,0.0,57.0,18.0,0.0,0.0,2.0,0.0,2.0,0.0,0.3761904761904762,0.009523809523809525
Lajal M.,3.0,3.0,0.0,1.0,229.0,0.0,2.0,0.0,28.284271247461902,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Lajola D.,1.0,1.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lajovic D.,405.0,130.0,3.0,177.0,23.0,4759.0,2.5762711864406778,10.0,71.22780426562727,105.0,5.0,67.0,88.0,26.0,25.0,0.0,0.0,0.0,38.0,0.0,9.0,32.0,17.0,22.0,25.0,4.0,26.0,15.0,11.0,13.0,3.0,0.0,107.0,52.0,6.0,0.0,8.0,0.0,2.0,2.0,0.43703703703703706,0.007407407407407408
Lalami Laaroussi Y.,1.0,1.0,0.0,0.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lama G.,4.0,4.0,0.0,0.0,289.0,0.0,0.0,0.0,187.5606568553224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamasine T.,9.0,9.0,0.0,3.0,182.0,1634.0,2.0,0.0,43.71269838387926,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Lammer M.,19.0,11.0,0.0,4.0,188.0,2253.0,2.75,0.0,62.605720109876465,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0
Lammer M. ,2.0,2.0,0.0,1.0,167.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Landaluce M.,6.0,6.0,0.0,1.0,322.0,0.0,3.0,0.0,192.39109473500412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Landsberg J.,1.0,1.0,0.0,0.0,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Langer N.,3.0,2.0,0.0,1.0,340.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Lapentti G.,27.0,21.0,0.0,7.0,114.0,5088.0,2.142857142857143,0.0,182.64014959045628,1.0,0.0,6.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.0
Lapentti N.,356.0,130.0,6.0,176.0,6.0,3727.0,2.6931818181818183,7.0,39.24620957217404,90.0,8.0,78.0,0.0,1.0,28.0,58.0,42.0,42.0,5.0,0.0,12.0,13.0,26.0,19.0,24.0,8.0,36.0,6.0,6.0,26.0,0.0,0.0,82.0,52.0,20.0,2.0,11.0,1.0,6.0,2.0,0.4943820224719101,0.016853932584269662
Lareau S.,26.0,17.0,0.0,9.0,103.0,350.0,2.4444444444444446,1.0,13.689259780329007,0.0,2.0,7.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.34615384615384615,0.0
Larkham T.,7.0,5.0,0.0,1.0,136.0,0.0,4.0,0.0,41.637323000724564,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Larose S.,12.0,7.0,0.0,5.0,193.0,1321.0,2.6,0.0,90.68504715650634,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
Larsson M.,57.0,29.0,2.0,31.0,36.0,1114.0,2.6451612903225805,1.0,89.4025625014081,4.0,6.0,21.0,0.0,0.0,4.0,19.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,2.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,15.0,9.0,1.0,0.0,3.0,0.0,2.0,1.0,0.543859649122807,0.03508771929824561
